Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
45fd7e88-2782-3704-adcb-e3def90a87a7,a346071d-8841-3ddb-8505-f560f614c83f,Lynn917 Bins636,M,GENERAL PRACTICE,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,33.535723,-117.109392,359094
d01ff8c0-c0ef-3ee9-82ba-d90d4080a426,71fc68ab-dd77-32ed-a1d1-380c37ecdd44,Ona426 Torphy630,F,GENERAL PRACTICE,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,34.61165,-118.299774,288687
a3fca9bb-c2d1-3012-abba-429dd5d2b92d,2cfffce7-cf42-3cc3-b5e6-5409a8cd66d9,Toby274 Herzog843,M,GENERAL PRACTICE,6125 NORTH FRESNO ST,FRESNO,CA,93710,36.782674,-119.794492,496268
02af3bbe-b0c9-3d10-b263-65f3cd6b9606,5115c2e8-525d-35d6-af8c-212b44336b62,César846 Sosa986,M,GENERAL PRACTICE,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,34.527735,-117.353579,582456
6a89d868-35d6-3e26-9292-555eecb85653,f9c9ee24-acd1-3164-90ab-b7c58c794de1,Brett333 Shields502,M,GENERAL PRACTICE,7300 NORTH FRESNO ST,FRESNO,CA,93720,36.782674,-119.794492,584261
e380d7a1-bba8-31ae-987a-e2c20f4c921e,860ac2af-f3b3-3631-bc3d-1f5e9ab861d8,Lowell343 Cummings51,M,GENERAL PRACTICE,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,36.974385,-122.035268,232186
01541189-89c0-3b7f-b54d-d325a5fcc915,8affcb6a-3508-387d-85df-b792db0b6f39,Bryan958 Gottlieb798,M,GENERAL PRACTICE,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,33.938237,-118.130856,247595
23e83b7b-212c-3f56-a26a-e0dee8ef2ee1,f74360c9-08b7-3faa-a7d7-4dc7833f7963,Warner493 Nienow652,M,GENERAL PRACTICE,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,34.082824,-117.971286,967817
41e4f74c-8dd7-367b-a33d-2eebb63e50df,8f3010c0-7464-3f65-8f45-800d1b1fd0e8,Mahalia897 Gusikowski974,F,GENERAL PRACTICE,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,35.321213,-119.018291,336513
56ac79c7-bbcf-39dc-a02f-8938ac0adcad,b5345040-ee20-39d0-a4f1-23dc418cc848,Jorge203 Labadie908,M,GENERAL PRACTICE,1421 OAKDALE ROAD,MODESTO,CA,95355,37.660909,-120.989052,452532
b58ee19f-55f4-3b93-9f22-9120730ec7f4,a8a61745-4519-3d89-9e8d-0f5ecbac15bd,Elvis145 Gislason620,M,GENERAL PRACTICE,1720 TERMINO AVENUE,LONG BEACH,CA,90804,33.809102,-118.155327,629768
4e1289fe-8472-3386-a547-bc7797fc86bc,3e3051af-99f0-383a-ae81-6e4b232d4224,Jessi630 Mohr916,F,GENERAL PRACTICE,9080 COLIMA RD,WHITTIER,CA,90605,33.966827,-118.020122,931900
a7dd2177-09a5-336c-af38-4e04b6acfa7c,d1cde882-c3b2-3351-a2f4-0351b79018cb,Benton624 Walter473,M,GENERAL PRACTICE,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,34.04833,-118.133183,385415
8d81dc90-3eda-3013-9a82-45d6ca195afe,65438efb-8f10-3a8e-82bb-fd7ebea0451d,Emmanuel930 Swaniawski813,M,GENERAL PRACTICE,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,34.04833,-118.133183,379457
7e38a0f3-7702-3ebd-8463-bb3a4d60f56f,a9667260-aff9-3d9d-a915-585e1718ad38,Mirtha993 Zulauf375,F,GENERAL PRACTICE,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,34.050377000000005,-118.048384,958122
758ff8e1-1a62-3fa2-8ab1-9481ca3d2526,70357141-3cdb-3dff-9c9b-3e91424a3260,Jesse626 Willms744,F,GENERAL PRACTICE,555 EAST HARDY STREET,INGLEWOOD,CA,90301,33.956068,-118.344274,3020885
da5f131a-3edd-35e6-879e-cf1697d77e61,11efcc04-be2d-3c68-b800-ea2b02efffe4,Jeane173 Johnson679,F,GENERAL PRACTICE,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,33.981509,-118.453229,1251781
ce32fd1a-0873-3e61-8dc3-2457fbeba689,9cd19927-678c-3ba4-8676-f69b4fa9efd3,Duncan491 Sporer811,M,GENERAL PRACTICE,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,34.019394,-118.410825,82802
7ccf328d-271b-36b7-8f28-9f9eaa40f1c3,6524c6a9-3980-30d9-a5a8-2fb9e7947a75,Marisol435 Kovacek682,F,GENERAL PRACTICE,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,33.855497,-117.760071,272385
09a68f02-b4ab-351a-b4f9-07965b4a9a1b,f94a952b-829a-33ca-83be-1b2ef9f733b6,José Eduardo181 Mireles421,M,GENERAL PRACTICE,2601 E CHAPMAN AVE,ORANGE,CA,92869,33.804843,-117.824876,393787
0dcb96e3-e76e-38b1-88c6-43d4ce3c7505,30d7ea85-ed76-3c43-907b-48a126a4be93,Rosalind66 Kris249,F,GENERAL PRACTICE,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,33.736478000000005,-117.882593,871171
768e1be5-0877-332f-ab8e-cafdbcb92878,d10d4605-60c9-3178-9100-67388f8e1f2a,Joana79 Eichmann909,F,GENERAL PRACTICE,2701 S BRISTOL ST,SANTA ANA,CA,92704,33.736478000000005,-117.882593,871947
4fcf1d0f-1b0c-36af-aba6-5f67a7c0bdf6,0ff9c8cf-4a54-3e16-a18a-c9dbdeafd1f6,Morton637 O'Keefe54,M,GENERAL PRACTICE,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,37.795045,-121.228856,299584
87cedd4f-84a9-318e-bd49-14cccfb5ef00,ce34ee1f-6598-3dc3-b5c6-e880e903745e,Sterling124 Erdman779,M,GENERAL PRACTICE,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,34.019394,-118.410825,72876
33fce0bb-4ffc-3b93-b57b-23e005aa8086,41384e9d-c325-3718-a8eb-075e821cc3a3,Pearly845 Medhurst46,F,GENERAL PRACTICE,570 WILLOW ROAD,MENLO PARK,CA,94025,37.43382,-122.203549,276883
7ed16c9e-93a0-3378-8885-d9f5e5568365,a5a8d338-6330-3689-b4ea-1eac2873dd7c,Rocio28 Alicea505,F,GENERAL PRACTICE,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,34.591316,-118.109001,546850
469525d2-370e-39d4-bdaa-f5dd19597890,12bad49f-d154-3ce0-81d6-3748ed079c4e,Martín25 Loya635,M,GENERAL PRACTICE,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,32.8153,-117.134993,501543
92f6fe66-d6ac-34ac-8510-dc0027e09a83,9d732859-8b85-37a9-8bea-78674dada8d1,Marcel580 Lowe577,M,GENERAL PRACTICE,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,34.071452,-117.698054,761396
b1c6d489-2d0e-34bb-9036-1492ced58d6a,11d58341-21a6-3798-9d66-b598cd5c4cd5,Theodore876 Goodwin327,M,GENERAL PRACTICE,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,38.01123,-121.867971,593953
62cb3b90-b12e-34b8-953c-2f1d653db3be,0d9c37ae-7295-3530-a9b5-9ee2c4e6ffdd,Agustín529 Delvalle807,M,GENERAL PRACTICE,18321 CLARK STREET,TARZANA,CA,91356,34.404876,-118.504701,1452058
d8214c9c-e1d8-3b70-80c9-239a8266901d,a5a32ab5-88aa-36a1-905c-b79c73f73016,Jae222 Oberbrunner298,F,GENERAL PRACTICE,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,34.019394,-118.410825,70326
edfa9c78-d998-3f6c-a5ff-892cb775a283,3538985f-4d01-3af0-a59d-dac42395866f,Alfredo17 Correa904,M,GENERAL PRACTICE,1100 BUTTE ST,REDDING,CA,96001,40.567432,-122.364827,295022
318cd849-4a5b-3f71-bbe6-2f82f5cdd362,49128c28-1f4e-3c99-8a5e-f6a0d3e099b9,Talitha643 Schmeler639,F,GENERAL PRACTICE,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,33.923253,-117.205685,819507
4288f67a-46fe-3d77-a6ab-e69516531f74,3cdaaf46-8645-38ef-ade5-71727320b195,Clemente531 Olson653,M,GENERAL PRACTICE,455 PLUMAS BLVD,YUBA CITY,CA,95991,39.125902,-121.647699,398419
281a96d2-8f93-3b20-b730-49e435c98fc9,49105d8d-4bbe-3bb2-9dc6-7a40799216c9,Cara845 Morissette863,F,GENERAL PRACTICE,1 QUALITY DRIVE,VACAVILLE,CA,95688,38.357372,-121.969452,688120
c8865218-7fc8-318b-9140-11876bc863fb,38f4b9fd-b40d-30ac-b0df-2d5020914679,Maynard46 Hartmann983,M,GENERAL PRACTICE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,33.678399,-117.771254,1178361
97452410-a5d8-3f32-a8f1-8a9069a62a1c,ac7c0263-ef57-375e-bb48-fb449397315a,Chase54 Blanda868,M,GENERAL PRACTICE,28062 BAXTER ROAD,MURRIETA,CA,92563,33.571887,-117.19066200000002,1613900
9dbbd8a7-815f-3569-ae35-0001944c0c06,ce7c48c2-2002-3c4f-bcb0-b0eedaabf083,Dorla228 Flatley871,F,GENERAL PRACTICE,13100 STUDERBAKER ROAD,NORWALK,CA,90650,33.906929,-118.083446,944055
45e4eae2-f659-30b3-89ed-8ee26774a2ae,7b912e16-ca55-3b31-99e3-e3c681864115,Mercedes82 Covarrubias273,F,GENERAL PRACTICE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,38.765743,-121.303159,685415
c395ef7a-a9ea-3631-83d5-3e727945c8ed,a6b3e316-c894-3ca5-b9e5-1a524678fc57,Joie561 Raynor401,F,GENERAL PRACTICE,13855 E 14TH STREET,SAN LEANDRO,CA,94578,37.704625,-122.161607,517000
b2e5b87c-94ba-3949-b9cf-2f8be092fbd1,466ea7f9-921e-3cb3-9f25-3873b83608dd,Chad48 Dickinson688,M,GENERAL PRACTICE,31700 TEMECULA PKWY,TEMECULA,CA,92592,33.501923,-117.124562,302899
737ecefa-4fac-30c4-9bd9-968fa63ab47b,a855b374-ca0f-3229-a6fe-e49c82e8fcec,Darryl392 Kris249,M,GENERAL PRACTICE,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,33.809102,-118.155327,615550
57dc6539-54e2-3ca7-be16-d195e57b71d9,49e99fca-0f78-3aed-8ac5-23d69ac2aaf0,Teresa94 Reyes140,F,GENERAL PRACTICE,2500 MERCED STREET,SAN LEANDRO,CA,94577,37.704625,-122.161607,528591
f49c50a7-0863-385c-bc45-45828f78b6e6,add775bb-1a0b-369a-95e1-8149bc26fe9b,Shaniqua618 Bernier607,F,GENERAL PRACTICE,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,34.043937,-117.249542,337476
3b784c85-6600-35dc-bd0e-b29a59971288,afde0dbc-e017-327a-9fad-bf8163b7185a,Ana Luisa894 Delafuente833,F,GENERAL PRACTICE,1680 EAST 120TH STREET,LOS ANGELES,CA,90059,34.019394,-118.410825,83772
bab58902-4c96-33a4-9ff0-16b66e441ba9,cc2b2a27-3804-3f48-b56b-0ff9f0eee3bd,Marquis364 Fisher429,M,GENERAL PRACTICE,14662 NEWPORT AVE,TUSTIN,CA,92780,33.73085,-117.810735,1233635
953dbe68-8cc7-3870-818d-5bfc5c0d2373,68e52f8f-99e4-32bf-92f3-77f41cf1a123,Byron202 Wilkinson796,M,GENERAL PRACTICE,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,38.354926,-122.850224,449073
09f4f2c2-36c7-32cc-9509-9e0ae1e185f5,36eeee7a-f53d-379b-978f-145dcb423b60,Eboni653 Graham902,F,GENERAL PRACTICE,255 E BONITA AVE,POMONA,CA,91767,34.058595000000004,-117.761265,397848
6a169056-203a-37c3-b800-08a6103c24fd,ed1f3dd6-2425-34a3-9e4c-572964e8e49a,Vasiliki884 Trantow673,F,GENERAL PRACTICE,500 FIRST AVENUE,PORTOLA,CA,96122,37.372591,-122.221168,203697
213d8d41-e172-3fc5-8fa1-9795e3542f5d,99969f56-7574-3e6d-a9d4-a5699bdc9ff0,Jerónimo599 Longoria249,M,GENERAL PRACTICE,115 WEST E STREET,TEHACHAPI,CA,93561,35.118815999999995,-118.517563,194895
f1d75250-05a7-375b-bb8b-9a399840e81f,9908121c-e370-30b5-bd54-088b7f5fd660,Vincenza112 Schultz619,F,GENERAL PRACTICE,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,37.608736,-118.971075,55777
4ff46958-ccb8-34f1-bc4b-d463d226e5ab,2a09086d-3cc4-3ea5-af38-477368174de3,Tenesha164 O'Connell601,F,GENERAL PRACTICE,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,37.481528,-119.97054,165731
72483bff-d4ae-37a4-9f52-4d4a362427f9,ac437585-c21b-364f-a8a2-38ef7d4bedcb,Ricardo560 Alarcón922,M,GENERAL PRACTICE,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,41.007241,-121.441134,2490
ca43f0fa-1eb4-3ae0-b176-130cfb4ebaec,276644e4-4458-3a13-93a2-09c1082bb880,Raye931 Kub800,F,GENERAL PRACTICE,1133 W SYCAMORE ST,WILLOWS,CA,95988,39.514752,-122.199178,83618
7c488c2b-de17-35be-9e4c-e6e04f24a730,92c119dd-e1b1-3663-ae99-c9bf71457702,Blair400 Bogisich202,M,GENERAL PRACTICE,100 FALLS CANYON ROAD,AVALON,CA,90704,33.332675,-118.330166,14465
689e6266-113b-33fd-92eb-04e9b0032dde,401e9339-40a9-331b-a3ca-073e0691af2e,Jimmy858 Rosenbaum794,M,GENERAL PRACTICE,1 MARCELA DR,WILLITS,CA,95490,39.445716,-123.364238,42495
ffae6a99-d81a-3d78-9e01-ac05759018ab,a150110d-a030-39b2-8ba4-8eae648356a5,Phuong301 Leuschke194,F,GENERAL PRACTICE,240 SPRUCE STREET,GRIDLEY,CA,95948,39.339264,-121.770785,127688
7ffdb37e-0eaa-3fca-8597-c4f4aa87a453,8405b466-17ac-3a09-8d0f-e6a34cf00c29,Horacio317 Zelaya592,M,GENERAL PRACTICE,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,34.262611,-117.283654,411307
8308b8a6-646f-3bd5-b6c3-fe4ed8da6e38,afca97c1-03cf-311b-bf1e-259a3929c4ae,Graciela518 Arteaga169,F,GENERAL PRACTICE,60 EASTER AVENUE,WEAVERVILLE,CA,96093,40.748795,-122.927382,105563
68c71b7f-5b93-3bc5-8aaf-22d986fbadc1,6aa99334-3ac6-3f8d-8b09-88186c4ac918,Frederick289 Rogahn59,M,GENERAL PRACTICE,444 BRUCE STREET,YREKA,CA,96097,41.724033,-122.63157,90052
c7678adc-d3d1-3ee5-96cb-97f156da66fc,448a2677-4bdf-3962-8adc-ef6ac0bebed3,Ramiro608 Schneider199,M,GENERAL PRACTICE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,38.977776,-122.557972,165138
72694403-9058-3089-9e3a-40453613ab6c,50cecb55-7afb-320f-bba0-e291c6dac8c1,Cinthia596 Krajcik437,F,GENERAL PRACTICE,3300 RENNER DRIVE,FORTUNA,CA,95540,40.526615,-123.871231,21734
33557fd7-53e9-3b58-a0b0-79f7eb9a7742,700c81fe-705b-3b47-a88d-ec0841664279,Dillon740 O'Connell601,M,GENERAL PRACTICE,914 PINE STREET,MOUNT SHASTA,CA,96067,41.344173,-122.333271,75914
92b5beb7-026d-3440-a996-02baac0b499e,c1a12512-2d82-33e4-b0ea-6d6361385a0c,Alejandro916 Schmeler639,M,GENERAL PRACTICE,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,40.430966,-120.630333,106089
27f10212-d478-3bf8-b0d4-8ce7c37bada8,b7f53309-7c0a-305d-b584-c1bd8f5fa650,Lance203 Howell947,M,GENERAL PRACTICE,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,38.622571,-122.865692,265366
e82a967a-883c-37bc-9199-07fe0e405e39,dff7801c-ebcc-3554-ad85-18cc36cd6f90,Cecilia788 Anaya940,F,GENERAL PRACTICE,1401 BAILEY AVE,NEEDLES,CA,92363,34.497243,-114.791131,36055
1fc66847-a0a3-39c6-86f8-d46970773100,08019765-8771-3e18-9e4e-53b710efa85d,Efrain317 Bechtelar572,M,GENERAL PRACTICE,150 PIONEER LANE,BISHOP,CA,93514,37.362768,-118.475046,94371
2225e9be-4e2b-3899-af86-8eda45a41065,4450af23-cb79-399e-870d-17cd010411c5,Yuonne878 Feeney44,F,GENERAL PRACTICE,700 RIVER DR,FORT BRAGG,CA,95437,39.441069,-123.80362,62944
8d82865d-a1c8-38bb-9031-706ee85ff59a,46018e30-5f4a-348c-a137-5b3b255d57b6,Lashell363 Medhurst46,F,GENERAL PRACTICE,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,39.931067,-120.954871,9572
82607ff5-f08d-3f0c-94bf-cea7b2fe2919,7ec36962-23bb-3537-a255-561cfe29a12f,Ben667 Ullrich385,M,GENERAL PRACTICE,130 BRENTWOOD DRIVE,CHESTER,CA,96020,33.714633,-117.076899,877750
03db05e4-360b-3e8d-b203-77d2fdd78a82,0cf944b2-7286-34a3-8f44-e33eaf5551bc,Myrtis608 Balistreri607,F,GENERAL PRACTICE,10121 PINE AVE,TRUCKEE,CA,96161,39.353426,-120.193364,153744
db9fb48e-adf6-326b-9811-5281cdeefa1a,80a0dfed-59c5-3f40-81bb-c908413dd235,Percy315 West559,M,GENERAL PRACTICE,5176 HILL ROAD EAST,LAKEPORT,CA,95453,39.086551,-122.909525,52503
2d65b55d-897b-37dd-b861-3ce3bb2d8ca1,354057f9-6700-34e5-bc2c-e633646b5013,Truman805 Mante251,M,GENERAL PRACTICE,228 W MCDOWELL AVE,ALTURAS,CA,96101,41.637952,-120.693343,28331
cf1a1b44-cb22-3957-a0be-abb4b39c079b,9f89538b-ba0b-312c-9e80-8c72ba5c1c33,Terina405 Fadel536,F,GENERAL PRACTICE,2050 VIBORG RD,SOLVANG,CA,93463,34.593758,-120.13968,268783
be44fdff-e610-3069-9d3e-7cc618cfa15f,4ce4707b-29c2-3049-9208-b20fcc373633,Cliff504 Wuckert783,M,GENERAL PRACTICE,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,38.144166,-120.728536,25839
27ed0ad5-7882-3267-a28d-e67b47b9a4ae,9dbd2a43-6e9c-3cb4-9570-73f1634616e6,María Elena653 Enríquez603,F,GENERAL PRACTICE,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,35.628542,-117.663992,195505
c283e5cd-c860-3706-94c0-191b0eb7015e,5bf28414-9a85-3cf4-9cae-e6d42fbe6fc7,Jerry654 Boehm581,F,GENERAL PRACTICE,1306 MARICOPA HWY,OJAI,CA,93023,34.448253,-119.246578,394425
a4ea4503-1884-3e5e-aaae-f8ccacdc8d07,aa2da242-cc63-3671-864f-a4f9e8c7d23f,Deadra347 Conn188,F,GENERAL PRACTICE,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,34.242958,-116.895891,29539
7599eb84-f580-3f78-8e97-1e72b6ad7851,f2d85685-713f-37b2-87f4-fbc13afb0f46,Trinidad33 Anderson154,M,GENERAL PRACTICE,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,36.984535,-119.874765,162723
77c50e40-5512-3629-a061-321b9d6eb684,23cab562-f196-3fb2-81ec-e1714b3526de,Felice694 Smitham825,F,GENERAL PRACTICE,747 52ND STREET,OAKLAND,CA,94609,37.769857,-122.22563999999998,432776
6109dd08-395d-3c84-9c6b-071f87b4db25,55b573a8-8a0d-3b6a-bda9-d34f42a93ec2,Naoma512 Schroeder447,F,GENERAL PRACTICE,4650 SUNSET BLVD,LOS ANGELES,CA,90027,34.019394,-118.410825,78189
048daa05-8eda-39fb-8fd4-267519e37b44,1df67bf9-40d6-3761-b6e5-dfada4542d7f,Earle679 Williamson769,M,GENERAL PRACTICE,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,32.8153,-117.134993,453971
bf9de070-63f1-3e75-a3a4-d6be6fd4db2f,53ccac31-2178-3a07-aedb-c0792b3b8fa6,Pedro316 Irizarry542,M,GENERAL PRACTICE,1201 W LA VETA AVE,ORANGE,CA,92868,38.689359,-121.223077,610539
c87a681f-ec7c-3165-b04f-abcc94c7ef0d,9dd44e46-be8e-31f3-ba97-a12511e8dc20,Frances376 Mertz280,M,GENERAL PRACTICE,725 WELCH ROAD,PALO ALTO,CA,94304,37.399782,-122.142776,414072
44db8634-7d8b-32f8-9313-1c299a964c01,5c3bbf7d-1e76-3ca6-98a7-ebe15b4c24fa,Margarita164 Lucio648,F,GENERAL PRACTICE,27700 MEDICAL CENTER RD  5TH FLOOR,MISSION VIEJO,CA,92691,33.609334999999994,-117.656471,928561
0854e1e8-86f0-3297-ace7-22d5db4c9058,c8d7a929-3afc-3eb7-8b05-cadfaab897e8,Luna60 Rohan584,F,GENERAL PRACTICE,393 S TUSTIN STREET,ORANGE,CA,92866,33.804843,-117.824876,324042
78b958d4-a8d0-3801-a86e-c5017759c56c,1c78051f-ff21-39f0-9fd7-8c56f63bd0dc,Carma664 Hoppe518,F,GENERAL PRACTICE,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,33.809102,-118.155327,603757
7805aeba-f537-3ffd-ac9f-9765b1d1e3ab,9739e1d0-97e7-35c6-9c3f-3a0b4667353e,Ivan258 Bogan287,M,GENERAL PRACTICE,3160 GENEVA STREET,LOS ANGELES,CA,90020,34.019394,-118.410825,76321
e32e5bc6-6480-3c3b-9f0b-0a470f2e1297,68da0d10-46a8-389d-adb1-1851e7ddd860,Missy373 Deckow585,F,GENERAL PRACTICE,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,38.566592,-121.468632,420847
9212c7ea-fdba-374d-8ea0-ed090a85ad0f,ccedc58f-ac5b-3ba7-b67a-5d3a7eec2c08,María del Carmen27 Almonte426,F,GENERAL PRACTICE,201 Walnut Avenue,Mare Island,CA,94592,38.100625,-122.273223,149558
92e77e3b-6062-3d80-8f85-3204d013bb5d,ded6b50a-6915-31e3-a80e-9e4f25529612,Jess275 Ernser583,M,GENERAL PRACTICE,4150 Clement Street,San Francisco,CA,94121,37.781143,-122.504105,387211
49118b1e-3285-3efe-817c-0f57b2a307a3,d3e6ee61-e0fd-3649-9ea2-6b9a21859f54,Anita473 Cotto891,F,GENERAL PRACTICE,2615 E. Clinton Avenue,Fresno,CA,93703,36.77229,-119.78002,290412
210f8b1a-5810-3e6a-89a5-2f1c0f036da0,b9dd7b1c-7e72-384b-b367-cde64e0f2bfc,Albert312 Wisoky380,M,GENERAL PRACTICE,4951 Arroyo Road,Livermore,CA,94550,37.637985,-121.763985,332918
e57d827b-6999-35af-92f6-f19ba22544ad,2285586d-b290-37b8-9998-e81b3e7d3005,Cleo27 Balistreri607,M,GENERAL PRACTICE,795 Willow Road,Menlo Park,CA,94025,37.46356,-122.15805,92275
b6aabf62-ffb9-3026-8c4d-3ee4fa8d46d9,e4e9c9fd-51bf-36bd-a6b3-c44ae702add5,Sydney660 Von197,F,GENERAL PRACTICE,10535 Hospital Way,Mather,CA,95655,38.571793,-121.297386,132820
0ff67527-5749-341e-981d-b42b18ea027a,83a31e47-31bb-3b39-9c60-ffb3f1b14423,Santos184 O'Keefe54,M,GENERAL PRACTICE,3801 Miranda Avenue,Palo Alto,CA,94304,37.402836,-122.14173,411891
b26ad10c-82bf-387b-9e80-46d16a256286,f9d67d68-acc0-3db6-9fbc-879199d17481,Frederic454 Strosin214,M,GENERAL PRACTICE,1350 41st Avenue  Suite 102,Capitola,CA,95010,36.97057,-121.96488,58192
b165154a-d31f-3419-bebd-87479a2ce03c,2f998c78-fdc9-32ad-90e8-b831c288377f,Bernice532 Rau926,F,GENERAL PRACTICE,280 Cohasset Road,Chico,CA,95926,39.751648,-121.85145,93029
fa857a47-0eb7-3f79-8700-48f4692e64f0,08096f22-848d-30f5-bf8b-1e1e52338ec8,Jeremiah751 Murphy561,M,GENERAL PRACTICE,103 Bodin Circle  Travis Air Force Base,Fairfield,CA,94535,38.267887,-121.95876,195399
f1f0eed3-2673-3a9d-8b6c-3dc7bfa3f872,ec0b3eba-3992-32ec-82bc-6b832441df42,Lester513 Hartmann983,M,GENERAL PRACTICE,201 Ninth Street,Marina,CA,93933,36.6799,-121.7897,274108
a160991f-0772-3769-be2d-97f016848a1d,e8e4df66-868e-3e5d-a115-58fa73c5be71,Marybeth994 Larson43,F,GENERAL PRACTICE,201 Walnut Avenue,Vallejo,CA,94592,38.1041,-122.2566,93691
ca0e5b35-3345-315d-9ad3-7703a6f3653e,62117a53-0673-3410-aab5-11ade01c463f,Juan Carlos348 Calvillo618,M,GENERAL PRACTICE,150 Muir Road,Martinez,CA,94553,37.994648,-122.11164,66810
05946afb-7e6f-3aaf-be52-9f5fc80c4eee,dea45c76-8550-328b-b773-9bc073f1703b,Pearle865 Boehm581,F,GENERAL PRACTICE,5401 Arnold Avenue,McClellan,CA,95652,38.6679,-121.4032,90614
966a493a-6660-3495-bb8c-db1332325669,fb5bd80b-821e-38e4-aef5-61c254b830f2,Leonard963 Bayer639,M,GENERAL PRACTICE,5342 Dudley Blvd.,McClellan,CA,95652,38.6679,-121.4032,87319
01ba2457-aaee-3b76-9a87-b372b2378543,5c4cdd5e-b42a-33bd-8081-61b1ab37a3bd,Dante562 O'Connell601,M,GENERAL PRACTICE,1225 Oakdale Road,Modesto,CA,95355,37.662674,-120.95753,252064
08f96a3a-d79f-3309-8a46-b6aaf86366ad,f0b1bfbc-7ade-3f95-b1c5-03b0d00f3d01,Reed154 Gerhold939,M,GENERAL PRACTICE,525 21st Street,Oakland,CA,94612,37.810413,-122.270035,158977
ef1809f1-f0c1-3ce5-a1ba-5498e76c7a70,1bcb0068-a084-3dfa-a498-6088e3bcf032,Veronique514 Mertz280,F,GENERAL PRACTICE,2221 Martin Luther King Jr. Way,Oakland,CA,94612,37.812134,-122.27288,270469
e842cd09-fe89-36a8-9337-1ce644fd8d23,8f38a97d-c9d0-325a-a28b-1ba99a1816a3,Marcos263 Hernandes724,M,GENERAL PRACTICE,351 Hartnell Avenue,Redding,CA,96002,40.56456,-122.367836,149370
8b9a6bdf-31c0-3cd0-bed4-b85e62a3450f,3d49bcee-efd2-3685-afed-00375767baa1,Cristina921 Sisneros410,F,GENERAL PRACTICE,10535 Hospital Way,Mather,CA,95655,38.571793,-121.297386,147246
fcc7282a-0d6d-38ba-9744-6509ad879cb6,18b73ef7-219c-3743-b94c-a71e321413cd,Jerilyn993 Zemlak964,F,GENERAL PRACTICE,80 Great Oaks Boulevard,San Jose,CA,95119,37.233974,-121.778854,338630
b9ee3705-6f42-3e6f-bc1b-82638fe40839,0fb81498-9343-3d64-99a1-a398f93bccf7,Stefan297 Dicki44,M,GENERAL PRACTICE,11985 Heritage Oak Place,Auburn,CA,95603,38.940647,-121.099236,138686
6e0a5b85-e684-3377-aa84-aa76c19fa8fc,30db1e41-3954-3a35-8bbd-258c38a4e5e8,Clemente531 Morar593,M,GENERAL PRACTICE,101 E Oberlin Rd,Yreka,CA,96097,41.716076,-122.63874,20078
da09c1a0-f0f1-3915-9918-82f8f7b82afc,79d6d429-fe18-3f6d-94fc-0d27dec802c1,Kassandra256 Grant908,F,GENERAL PRACTICE,15145 Lakeshore Drive,Clearlake,CA,95422,38.949894,-122.63026,18731
